year,author,title,average_rating,image_url,text
1961,John le Carré,Call for the Dead,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Call for the Dead John le Carré
1998,Brian Jacques,"Marlfox (Redwall, #11)",3.99,https://images.gr-assets.com/books/1311702426m/7999.jpg,"Marlfox (Redwall, #11) Brian Jacques"
1937,"Yasunari Kawabata, Edward G. Seidensticker",Snow Country,3.7,https://images.gr-assets.com/books/1474272606m/14028.jpg,"Snow Country Yasunari Kawabata, Edward G. Seidensticker"
2006,J. Maarten Troost,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,3.86,https://images.gr-assets.com/books/1320524119m/122574.jpg,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu J. Maarten Troost
1997,Robin Cook,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",3.89,https://images.gr-assets.com/books/1290140777m/66470.jpg,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3) Robin Cook"
1999,Dave Barry,Big Trouble,3.81,https://images.gr-assets.com/books/1429999879m/893731.jpg,Big Trouble Dave Barry
1861,"Fyodor Dostoyevsky, Ergin Altay",The House of the Dead,4.03,https://images.gr-assets.com/books/1327908745m/17877.jpg,"The House of the Dead Fyodor Dostoyevsky, Ergin Altay"
2005,Kim Gruenenfelder,"A Total Waste of Makeup (Charlize Edwards, #1)",3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A Total Waste of Makeup (Charlize Edwards, #1) Kim Gruenenfelder"
2005,Morris Gleitzman,"Once (Once, #1)",4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Once (Once, #1) Morris Gleitzman"
2003,Cecily von Ziegesar,"Because I'm Worth It (Gossip Girl, #4)",3.57,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Because I'm Worth It (Gossip Girl, #4) Cecily von Ziegesar"
2014,John Sandford,"Deadline (Virgil Flowers, #8)",4.19,https://images.gr-assets.com/books/1396837852m/20820995.jpg,"Deadline (Virgil Flowers, #8) John Sandford"
2012,Sara Shepard,"Stunning (Pretty Little Liars, #11)",3.95,https://images.gr-assets.com/books/1320516289m/9893355.jpg,"Stunning (Pretty Little Liars, #11) Sara Shepard"
1977,Gary Brandner,The Howling,3.92,https://images.gr-assets.com/books/1285664467m/481462.jpg,The Howling Gary Brandner
1975,Roger Zelazny,Sign of the Unicorn (The Chronicles of Amber #3),4.14,https://images.gr-assets.com/books/1368213756m/239917.jpg,Sign of the Unicorn (The Chronicles of Amber #3) Roger Zelazny
2009,Carl Hiaasen,Scat,3.94,https://images.gr-assets.com/books/1293763551m/3276072.jpg,Scat Carl Hiaasen
1994,Douglas Coupland,Life After God,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Life After God Douglas Coupland
2005,John Berendt,The City of Falling Angels,3.52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The City of Falling Angels John Berendt
2011,Rosamund Lupton,Afterwards,3.79,https://images.gr-assets.com/books/1330957613m/12598982.jpg,Afterwards Rosamund Lupton
2007,Ilana Tan,Autumn in Paris,4.07,https://images.gr-assets.com/books/1409579772m/1667423.jpg,Autumn in Paris Ilana Tan
1983,Charles Bukowski,Hot Water Music,3.93,https://images.gr-assets.com/books/1428126071m/50453.jpg,Hot Water Music Charles Bukowski
1995,Wilbur Smith,"Warlock (Ancient Egypt, #3)",4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Warlock (Ancient Egypt, #3) Wilbur Smith"
2014,Oprah Winfrey,What I Know for Sure,4.12,https://images.gr-assets.com/books/1400988917m/21531503.jpg,What I Know for Sure Oprah Winfrey
2010,Amanda Hocking,"Wisdom (My Blood Approves, #4)",4.04,https://images.gr-assets.com/books/1282281680m/8575295.jpg,"Wisdom (My Blood Approves, #4) Amanda Hocking"
2012,Colm Tóibín,The Testament of Mary,3.61,https://images.gr-assets.com/books/1339797728m/13547234.jpg,The Testament of Mary Colm Tóibín
2014,Sara B. Larson,"Defy (Defy, #1)",3.74,https://images.gr-assets.com/books/1371226819m/17406847.jpg,"Defy (Defy, #1) Sara B. Larson"
1998,Fannie Flagg,"Standing in the Rainbow (Elmwood Springs, #2)",4.02,https://images.gr-assets.com/books/1304980220m/31493.jpg,"Standing in the Rainbow (Elmwood Springs, #2) Fannie Flagg"
1933,Mircea Eliade,Maitreyi,3.92,https://images.gr-assets.com/books/1303896468m/817199.jpg,Maitreyi Mircea Eliade
2008,Christina McKenna,The Misremembered Man (Tailorstown #1),3.72,https://images.gr-assets.com/books/1327875304m/13051316.jpg,The Misremembered Man (Tailorstown #1) Christina McKenna
2001,Glen David Gold,Carter Beats the Devil,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Carter Beats the Devil Glen David Gold
1928,"Georges Bataille, Joachim Neugroschel, Dovid Bergelson",Story of the Eye,3.71,https://images.gr-assets.com/books/1490682356m/436806.jpg,"Story of the Eye Georges Bataille, Joachim Neugroschel, Dovid Bergelson"
2007,Kate Jacobs,"Knit Two (Friday Night Knitting Club, #2)",3.47,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Knit Two (Friday Night Knitting Club, #2) Kate Jacobs"
1970,Maurice Sendak,In the Night Kitchen,4.06,https://images.gr-assets.com/books/1327934189m/95144.jpg,In the Night Kitchen Maurice Sendak
1976,Raymond Carver,"Will You Please Be Quiet, Please?",4.29,https://images.gr-assets.com/books/1360355821m/11446.jpg,"Will You Please Be Quiet, Please? Raymond Carver"
1976,"Rainer Maria Rilke, Stephen Mitchell, Robert Hass",The Selected Poetry of Rainer Maria Rilke,4.4,https://images.gr-assets.com/books/1343101334m/46201.jpg,"The Selected Poetry of Rainer Maria Rilke Rainer Maria Rilke, Stephen Mitchell, Robert Hass"
2011,Larissa Ione,"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",4.21,https://images.gr-assets.com/books/1305020644m/8843801.jpg,"Eternal Rider (Lords of Deliverance, #1, Demonica, #6) Larissa Ione"
1970,"Gabriel García Márquez, Randolph Hogan",The Story of a Shipwrecked Sailor,3.73,https://images.gr-assets.com/books/1450711004m/105189.jpg,"The Story of a Shipwrecked Sailor Gabriel García Márquez, Randolph Hogan"
2014,J.D. Robb,"Concealed in Death (In Death, #38)",4.25,https://images.gr-assets.com/books/1457447121m/18079757.jpg,"Concealed in Death (In Death, #38) J.D. Robb"
1994,Christiane Northrup,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",4.32,https://images.gr-assets.com/books/1320512401m/131830.jpg,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing Christiane Northrup"
1995,John Sandford,"Mind Prey (Lucas Davenport, #7)",4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Mind Prey (Lucas Davenport, #7) John Sandford"
2015,Lindsay Ashford,The Color of Secrets,3.85,https://images.gr-assets.com/books/1424234214m/24961531.jpg,The Color of Secrets Lindsay Ashford
2000,"Warren Ellis, John Cassaday","Planetary, Volume 1: All Over the World and Other Stories",4.21,https://images.gr-assets.com/books/1374683466m/209966.jpg,"Planetary, Volume 1: All Over the World and Other Stories Warren Ellis, John Cassaday"
2014,Danielle L. Jensen,"Stolen Songbird (The Malediction Trilogy, #1)",3.97,https://images.gr-assets.com/books/1386265289m/17926775.jpg,"Stolen Songbird (The Malediction Trilogy, #1) Danielle L. Jensen"
2012,Andy Cohen,Most Talkative: Stories from the Front Lines of Pop Culture,3.79,https://images.gr-assets.com/books/1335383485m/13167847.jpg,Most Talkative: Stories from the Front Lines of Pop Culture Andy Cohen
1996,Stephen King,"The Green Mile, Part 2: The Mouse on the Mile",4.47,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Green Mile, Part 2: The Mouse on the Mile Stephen King"
1982,Mary Higgins Clark,A Cry In The Night,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A Cry In The Night Mary Higgins Clark
1987,"Assata Shakur, Angela Y. Davis, Lennox S. Hinds",Assata: An Autobiography,4.48,https://images.gr-assets.com/books/1328857268m/100322.jpg,"Assata: An Autobiography Assata Shakur, Angela Y. Davis, Lennox S. Hinds"
2004,Clive Barker,"Days of Magic, Nights of War (Abarat, #2)",4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Days of Magic, Nights of War (Abarat, #2) Clive Barker"
1841,"Paul Galdone, Peter Christen Asbjørnsen",The Three Billy Goats Gruff,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Three Billy Goats Gruff Paul Galdone, Peter Christen Asbjørnsen"
2013,Willow Aster,True Love Story,4.08,https://images.gr-assets.com/books/1358169338m/17166702.jpg,True Love Story Willow Aster
2013,"Corina Bomann, Alison Layland",The Moonlit Garden,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Moonlit Garden Corina Bomann, Alison Layland"
2009,Edward M. Kennedy,True Compass: A Memoir,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,True Compass: A Memoir Edward M. Kennedy
1956,Ian Fleming,"Diamonds Are Forever (James Bond, #4)",3.59,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Diamonds Are Forever (James Bond, #4) Ian Fleming"
1933,James Hilton,Lost Horizon,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Lost Horizon James Hilton
2016,Caroline Kepnes,"Hidden Bodies (You, #2)",3.87,https://images.gr-assets.com/books/1437414470m/23492288.jpg,"Hidden Bodies (You, #2) Caroline Kepnes"
1929,"Nella Larsen, Ntozake Shange, Thadious M. Davis",Passing,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Passing Nella Larsen, Ntozake Shange, Thadious M. Davis"
2007,"Neil Gaiman, Michael Reaves","InterWorld (InterWorld, #1)",3.51,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"InterWorld (InterWorld, #1) Neil Gaiman, Michael Reaves"
2004,David Levithan,The Realm of Possibility,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Realm of Possibility David Levithan
2006,Harry Bernstein,The Invisible Wall: A Love Story That Broke Barriers,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Invisible Wall: A Love Story That Broke Barriers Harry Bernstein
2010,Brenna Yovanoff,The Replacement,3.56,https://images.gr-assets.com/books/1360176667m/7507908.jpg,The Replacement Brenna Yovanoff
2009,"George Carlin, Tony Hendra",Last Words,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Last Words George Carlin, Tony Hendra"
2011,James Gleick,"The Information: A History, a Theory, a Flood",3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Information: A History, a Theory, a Flood James Gleick"
1998,Homer Hickam,Rocket Boys (Coalwood #1),4.18,https://images.gr-assets.com/books/1320533768m/96642.jpg,Rocket Boys (Coalwood #1) Homer Hickam
1987,Danielle Steel,Kaleidoscope,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Kaleidoscope Danielle Steel
1986,John le Carré,A Perfect Spy,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A Perfect Spy John le Carré
1942,Raymond Chandler,"The High Window (Philip Marlowe, #3)",4.08,https://images.gr-assets.com/books/1466754245m/2049.jpg,"The High Window (Philip Marlowe, #3) Raymond Chandler"
2013,Laurell K. Hamilton,"Affliction (Anita Blake, Vampire Hunter #22)",4.01,https://images.gr-assets.com/books/1350942756m/15985372.jpg,"Affliction (Anita Blake, Vampire Hunter #22) Laurell K. Hamilton"
2011,Kristen Ashley,"Wildest Dreams (Fantasyland, #1)",4.19,https://images.gr-assets.com/books/1327913321m/12390650.jpg,"Wildest Dreams (Fantasyland, #1) Kristen Ashley"
1996,John Sandford,"Sudden Prey (Lucas Davenport, #8)",4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Sudden Prey (Lucas Davenport, #8) John Sandford"
1993,Francine Rivers,Mark of the Lion Trilogy,4.76,https://images.gr-assets.com/books/1349032180m/95602.jpg,Mark of the Lion Trilogy Francine Rivers
2006,Richard Branson,"Screw It, Let's Do It: Lessons In Life",3.93,https://images.gr-assets.com/books/1312059228m/198863.jpg,"Screw It, Let's Do It: Lessons In Life Richard Branson"
1949,"Betty MacDonald, Alexandra Boiger","Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)",4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2) Betty MacDonald, Alexandra Boiger"
1982,"Roald Dahl, Quentin Blake",Revolting Rhymes,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Revolting Rhymes Roald Dahl, Quentin Blake"
1995,Val McDermid,"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Mermaids Singing (Tony Hill & Carol Jordan, #1) Val McDermid"
1949,C.S. Lewis,The Weight of Glory,4.41,https://images.gr-assets.com/books/1381283728m/121715.jpg,The Weight of Glory C.S. Lewis
1997,Nora Roberts,Sanctuary,3.87,https://images.gr-assets.com/books/1351342765m/114141.jpg,Sanctuary Nora Roberts
1996,Robert Crais,"Sunset Express (Elvis Cole, #6)",4.17,https://images.gr-assets.com/books/1344369358m/241934.jpg,"Sunset Express (Elvis Cole, #6) Robert Crais"
2015,J.R. Ward,"The Bourbon Kings (The Bourbon Kings, #1)",3.87,https://images.gr-assets.com/books/1414595442m/23355896.jpg,"The Bourbon Kings (The Bourbon Kings, #1) J.R. Ward"
1957,Alistair MacLean,The Guns of Navarone,4.12,https://images.gr-assets.com/books/1381683551m/296298.jpg,The Guns of Navarone Alistair MacLean
1963,Ian Fleming,"On Her Majesty's Secret Service (James Bond, #11)",3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"On Her Majesty's Secret Service (James Bond, #11) Ian Fleming"
1985,Robin Norwood,Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change,3.98,https://images.gr-assets.com/books/1173029153m/239509.jpg,Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change Robin Norwood
2007,Perry Moore,Hero,3.88,https://images.gr-assets.com/books/1311716594m/1251032.jpg,Hero Perry Moore
1991,Alex Kotlowitz,There are No Children Here: The Story of Two Boys Growing Up in the Other America,4.25,https://images.gr-assets.com/books/1320394274m/41918.jpg,There are No Children Here: The Story of Two Boys Growing Up in the Other America Alex Kotlowitz
1965,Agatha Christie,"At Bertram's Hotel (Miss Marple, #11)",3.7,https://images.gr-assets.com/books/1375949033m/16333.jpg,"At Bertram's Hotel (Miss Marple, #11) Agatha Christie"
2015,Kiera Cass,"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",4.22,https://images.gr-assets.com/books/1427449095m/24465724.jpg,"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6) Kiera Cass"
1967,"John D. Fitzgerald, Mercer Mayer",The Great Brain (Great Brain #1),4.16,https://images.gr-assets.com/books/1311781413m/119247.jpg,"The Great Brain (Great Brain #1) John D. Fitzgerald, Mercer Mayer"
2007,Chris d'Lacey,"The Fire Eternal (The Last Dragon Chronicles, #4)",3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Fire Eternal (The Last Dragon Chronicles, #4) Chris d'Lacey"
2001,Julie Garwood,"Mercy (Buchanan-Renard, #2)",4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Mercy (Buchanan-Renard, #2) Julie Garwood"
1987,Roddy Doyle,The Commitments,3.95,https://images.gr-assets.com/books/1173298169m/269795.jpg,The Commitments Roddy Doyle
2010,Chuck Palahniuk,Tell-All,2.84,https://images.gr-assets.com/books/1320495064m/6855294.jpg,Tell-All Chuck Palahniuk
2001,Sonya Sones,What My Mother Doesn't Know (What My Mother Doesn't Know #1),3.83,https://images.gr-assets.com/books/1355585638m/170529.jpg,What My Mother Doesn't Know (What My Mother Doesn't Know #1) Sonya Sones
2010,Danielle Trussoni,"Angelology (Angelology, #1)",3.41,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Angelology (Angelology, #1) Danielle Trussoni"
1998,"Paula H. Deen, John Berendt",The Lady & Sons Savannah Country Cookbook,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Lady & Sons Savannah Country Cookbook Paula H. Deen, John Berendt"
1961,"Gabriel García Márquez, J.S. Bernstein",No One Writes to the Colonel and Other Stories,3.86,https://images.gr-assets.com/books/1410130190m/23885.jpg,"No One Writes to the Colonel and Other Stories Gabriel García Márquez, J.S. Bernstein"
1985,Nicholas Pileggi,Wiseguy,4.14,https://images.gr-assets.com/books/1223643389m/158141.jpg,Wiseguy Nicholas Pileggi
2001,"Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart","Transmetropolitan, Vol. 5: Lonely City (Transmetropolitan, #5)",4.4,https://images.gr-assets.com/books/1374683445m/22420.jpg,"Transmetropolitan, Vol. 5: Lonely City (Transmetropolitan, #5) Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart"
2013,Kent Haruf,"Benediction (Plainsong, #3)",3.97,https://images.gr-assets.com/books/1344619032m/15762186.jpg,"Benediction (Plainsong, #3) Kent Haruf"
1989,عباس معروفی,سمفونی مردگان,4.08,https://images.gr-assets.com/books/1333982726m/300905.jpg,سمفونی مردگان عباس معروفی
1995,Linda Howard,After the Night,4.1,https://images.gr-assets.com/books/1337053790m/420739.jpg,After the Night Linda Howard
2009,Chelsea Cain,"Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)",4.03,https://images.gr-assets.com/books/1328137862m/6193923.jpg,"Evil at Heart (Archie Sheridan & Gretchen Lowell, #3) Chelsea Cain"
2015,Cynthia Swanson,The Bookseller,3.66,https://images.gr-assets.com/books/1421854932m/22635858.jpg,The Bookseller Cynthia Swanson
1997,"Anatoli Boukreev, G. Weston DeWalt",The Climb: Tragic Ambitions on Everest,3.89,https://images.gr-assets.com/books/1311995989m/925367.jpg,"The Climb: Tragic Ambitions on Everest Anatoli Boukreev, G. Weston DeWalt"
2013,Django Wexler,"The Thousand Names (The Shadow Campaigns, #1)",4.04,https://images.gr-assets.com/books/1355441268m/15810910.jpg,"The Thousand Names (The Shadow Campaigns, #1) Django Wexler"
1869,Louisa May Alcott,An Old-Fashioned Girl,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An Old-Fashioned Girl Louisa May Alcott
2016,Jamie McGuire,"Beautiful Burn (The Maddox Brothers, #4)",4.11,https://images.gr-assets.com/books/1452456357m/23714544.jpg,"Beautiful Burn (The Maddox Brothers, #4) Jamie McGuire"
1999,"Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 2",4.34,https://images.gr-assets.com/books/1337807470m/836606.jpg,"Fruits Basket, Vol. 2 Natsuki Takaya, Alethea Nibley, Athena Nibley"
2005,Bart D. Ehrman,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,3.91,https://images.gr-assets.com/books/1407109431m/51364.jpg,Misquoting Jesus: The Story Behind Who Changed the Bible and Why Bart D. Ehrman
2016,Mariana Zapata,Wait for It,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Wait for It Mariana Zapata
2001,Ursula K. Le Guin,"The Other Wind (Earthsea Cycle, #6)",4.06,https://images.gr-assets.com/books/1309285821m/13658.jpg,"The Other Wind (Earthsea Cycle, #6) Ursula K. Le Guin"
2009,"Steve Berry, Scott Brick","The Paris Vendetta (Cotton Malone, #5)",3.9,https://images.gr-assets.com/books/1320407237m/6497645.jpg,"The Paris Vendetta (Cotton Malone, #5) Steve Berry, Scott Brick"
2014,Anthony Horowitz,Moriarty (Sherlock Holmes #2),3.74,https://images.gr-assets.com/books/1404412525m/22535533.jpg,Moriarty (Sherlock Holmes #2) Anthony Horowitz
1595,"William Shakespeare, Roma Gill, Robert          Jackson",Richard II,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Richard II William Shakespeare, Roma Gill, Robert          Jackson"
1991,Johanna Lindsey,Prisoner of My Desire,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Prisoner of My Desire Johanna Lindsey
2005,Greg Iles,Blood Memory,4.09,https://images.gr-assets.com/books/1327877256m/80631.jpg,Blood Memory Greg Iles
1848,"George Gordon Byron, Peter J. Manning, Susan J. Wolfson",Selected Poems,4.05,https://images.gr-assets.com/books/1411634706m/119239.jpg,"Selected Poems George Gordon Byron, Peter J. Manning, Susan J. Wolfson"
2014,Laura Lippman,After I'm Gone,3.61,https://images.gr-assets.com/books/1383274696m/18089975.jpg,After I'm Gone Laura Lippman
2005,Jennifer Worth,Shadows of the Workhouse,4.12,https://images.gr-assets.com/books/1328216841m/3925836.jpg,Shadows of the Workhouse Jennifer Worth
2004,"Anna Gavalda, Alison Anderson",Hunting and Gathering,4.1,https://images.gr-assets.com/books/1327865734m/47780.jpg,"Hunting and Gathering Anna Gavalda, Alison Anderson"
1988,"Peter Lynch, John Rothchild",One Up On Wall Street: How To Use What You Already Know To Make Money In The Market,4.12,https://images.gr-assets.com/books/1444850522m/762462.jpg,"One Up On Wall Street: How To Use What You Already Know To Make Money In The Market Peter Lynch, John Rothchild"
1993,Iain M. Banks,Against a Dark Background,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Against a Dark Background Iain M. Banks
2010,Fannie Flagg,I Still Dream About You,3.55,https://images.gr-assets.com/books/1320471793m/7897620.jpg,I Still Dream About You Fannie Flagg
1729,Jonathan Swift,A Modest Proposal and Other Satirical Works,4.04,https://images.gr-assets.com/books/1264316062m/2677.jpg,A Modest Proposal and Other Satirical Works Jonathan Swift
1966,Alan W. Watts,The Book on the Taboo Against Knowing Who You Are,4.28,https://images.gr-assets.com/books/1403166178m/60551.jpg,The Book on the Taboo Against Knowing Who You Are Alan W. Watts
1941,"Bertolt Brecht, David Hare",Mother Courage and Her Children,3.66,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Mother Courage and Her Children Bertolt Brecht, David Hare"
2014,Jeaniene Frost,"Up from the Grave (Night Huntress, #7)",4.28,https://images.gr-assets.com/books/1367085937m/10357792.jpg,"Up from the Grave (Night Huntress, #7) Jeaniene Frost"
2008,Jessica Day George,"Sun and Moon, Ice and Snow",3.97,https://images.gr-assets.com/books/1317065700m/1210754.jpg,"Sun and Moon, Ice and Snow Jessica Day George"
2016,Brent Weeks,"The Blood Mirror (Lightbringer, #4)",4.29,https://images.gr-assets.com/books/1458663265m/17570538.jpg,"The Blood Mirror (Lightbringer, #4) Brent Weeks"
2004,Nic Pizzolatto,Galveston,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Galveston Nic Pizzolatto
2012,"Mac Barnett, Jon Klassen",Extra Yarn (E. B. White Read-Aloud Award. Picture Books),4.07,https://images.gr-assets.com/books/1424982446m/12065943.jpg,"Extra Yarn (E. B. White Read-Aloud Award. Picture Books) Mac Barnett, Jon Klassen"
2011,Justin Torres,We the Animals,3.61,https://images.gr-assets.com/books/1327900720m/10306358.jpg,We the Animals Justin Torres
2006,Daniel C. Dennett,Breaking the Spell: Religion as a Natural Phenomenon,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Breaking the Spell: Religion as a Natural Phenomenon Daniel C. Dennett
1590,"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell",The Faerie Queene ,3.55,https://images.gr-assets.com/books/1328308492m/765427.jpg,"The Faerie Queene  Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell"
2010,Francine Rivers,"Her Daughter's Dream (Marta's Legacy, #2)",4.34,https://images.gr-assets.com/books/1276207024m/8142508.jpg,"Her Daughter's Dream (Marta's Legacy, #2) Francine Rivers"
2013,Kristen Ashley,"Rock Chick Revolution (Rock Chick, #8)",4.46,https://images.gr-assets.com/books/1373384839m/15752757.jpg,"Rock Chick Revolution (Rock Chick, #8) Kristen Ashley"
2013,Alissa Nutting,Tampa,3.34,https://images.gr-assets.com/books/1393784199m/17225311.jpg,Tampa Alissa Nutting
1997,Arthur Nersesian,The Fuck-Up,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Fuck-Up Arthur Nersesian
1997,Steve Alten,"Meg (MEG, #1)",3.76,https://images.gr-assets.com/books/1407870638m/105744.jpg,"Meg (MEG, #1) Steve Alten"
2007,Frank Beddor,"Seeing Redd (The Looking Glass Wars, #2)",3.85,https://images.gr-assets.com/books/1354846350m/289695.jpg,"Seeing Redd (The Looking Glass Wars, #2) Frank Beddor"
1933,John O'Hara,Appointment in Samarra,3.83,https://images.gr-assets.com/books/1320446769m/126583.jpg,Appointment in Samarra John O'Hara
1978,"Janet Ahlberg, Allan Ahlberg",Each Peach Pear Plum,4.24,https://images.gr-assets.com/books/1367225641m/833550.jpg,"Each Peach Pear Plum Janet Ahlberg, Allan Ahlberg"
2013,"Gene Kim, Kevin Behr, George Spafford","The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",4.24,https://images.gr-assets.com/books/1361113128m/17255186.jpg,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win Gene Kim, Kevin Behr, George Spafford"
2013,Brandon Stanton,Humans of New York,4.5,https://images.gr-assets.com/books/1384184910m/17287009.jpg,Humans of New York Brandon Stanton
2011,"Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket",The Chronicles of Harris Burdick: 14 Amazing Authors Tell the Tales,3.91,https://images.gr-assets.com/books/1327949098m/10508526.jpg,"The Chronicles of Harris Burdick: 14 Amazing Authors Tell the Tales Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket"
